IP地址,端口,TLS,数据中心,地区,城市,网络延迟,下载速度
104.17.152.78,443,true,HKG,Asia Pacific,Hong Kong,38 ms,0 kB/s
104.17.149.221,443,true,HKG,Asia Pacific,Hong Kong,31 ms,0 kB/s
104.17.146.25,443,true,HKG,Asia Pacific,Hong Kong,32 ms,0 kB/s
104.17.144.134,443,true,HKG,Asia Pacific,Hong Kong,31 ms,0 kB/s
104.17.144.130,443,true,HKG,Asia Pacific,Hong Kong,39 ms,0 kB/s
104.17.144.10,443,true,HKG,Asia Pacific,Hong Kong,34 ms,0 kB/s
104.17.140.225,443,true,SJC,North America,San Jose,191 ms,0 kB/s
104.17.139.217,443,true,SJC,North America,San Jose,189 ms,0 kB/s
104.17.136.253,443,true,SJC,North America,San Jose,184 ms,0 kB/s
104.17.134.171,443,true,SJC,North America,San Jose,182 ms,0 kB/s
104.18.27.141,443,true,SEA,North America,Seattle,161 ms,0 kB/s
104.17.133.38,443,true,SJC,North America,San Jose,180 ms,0 kB/s
104.18.27.154,443,true,SEA,North America,Seattle,164 ms,0 kB/s
104.17.127.60,443,true,HKG,Asia Pacific,Hong Kong,55 ms,0 kB/s
104.18.28.39,443,true,SEA,North America,Seattle,162 ms,0 kB/s
104.17.126.131,443,true,HKG,Asia Pacific,Hong Kong,40 ms,0 kB/s
104.17.126.10,443,true,HKG,Asia Pacific,Hong Kong,33 ms,0 kB/s
104.17.126.6,443,true,HKG,Asia Pacific,Hong Kong,37 ms,0 kB/s
104.17.126.9,443,true,HKG,Asia Pacific,Hong Kong,36 ms,0 kB/s
104.18.28.123,443,true,SEA,North America,Seattle,169 ms,0 kB/s
104.17.126.5,443,true,HKG,Asia Pacific,Hong Kong,69 ms,0 kB/s
104.17.124.148,443,true,HKG,Asia Pacific,Hong Kong,39 ms,0 kB/s
104.17.124.146,443,true,HKG,Asia Pacific,Hong Kong,42 ms,0 kB/s
104.17.123.220,443,true,HKG,Asia Pacific,Hong Kong,33 ms,0 kB/s
104.17.122.39,443,true,HKG,Asia Pacific,Hong Kong,40 ms,0 kB/s
104.17.122.37,443,true,HKG,Asia Pacific,Hong Kong,38 ms,0 kB/s
104.17.121.172,443,true,HKG,Asia Pacific,Hong Kong,33 ms,0 kB/s
104.17.121.46,443,true,HKG,Asia Pacific,Hong Kong,30 ms,0 kB/s
104.17.119.69,443,true,HKG,Asia Pacific,Hong Kong,32 ms,0 kB/s
104.17.118.198,443,true,HKG,Asia Pacific,Hong Kong,36 ms,0 kB/s
104.18.33.88,443,true,HKG,Asia Pacific,Hong Kong,38 ms,0 kB/s
104.18.33.213,443,true,HKG,Asia Pacific,Hong Kong,41 ms,0 kB/s
104.17.118.79,443,true,HKG,Asia Pacific,Hong Kong,35 ms,0 kB/s
104.17.117.236,443,true,HKG,Asia Pacific,Hong Kong,50 ms,0 kB/s
104.17.117.205,443,true,HKG,Asia Pacific,Hong Kong,43 ms,0 kB/s
104.17.116.215,443,true,HKG,Asia Pacific,Hong Kong,35 ms,0 kB/s
104.17.114.231,443,true,HKG,Asia Pacific,Hong Kong,36 ms,0 kB/s
104.18.35.73,443,true,HKG,Asia Pacific,Hong Kong,36 ms,0 kB/s
104.18.34.253,443,true,FRA,Europe,Frankfurt,242 ms,0 kB/s
104.17.114.105,443,true,HKG,Asia Pacific,Hong Kong,42 ms,0 kB/s
104.17.113.241,443,true,HKG,Asia Pacific,Hong Kong,36 ms,0 kB/s
104.17.112.244,443,true,HKG,Asia Pacific,Hong Kong,31 ms,0 kB/s
104.17.112.121,443,true,HKG,Asia Pacific,Hong Kong,38 ms,0 kB/s
104.17.111.6,443,true,HKG,Asia Pacific,Hong Kong,35 ms,0 kB/s
104.17.110.62,443,true,HKG,Asia Pacific,Hong Kong,29 ms,0 kB/s
104.17.110.1,443,true,HKG,Asia Pacific,Hong Kong,34 ms,0 kB/s
104.17.108.142,443,true,HKG,Asia Pacific,Hong Kong,37 ms,0 kB/s
104.17.108.141,443,true,HKG,Asia Pacific,Hong Kong,40 ms,0 kB/s
104.17.108.139,443,true,HKG,Asia Pacific,Hong Kong,41 ms,0 kB/s
104.17.107.212,443,true,HKG,Asia Pacific,Hong Kong,42 ms,0 kB/s
104.17.107.166,443,true,HKG,Asia Pacific,Hong Kong,45 ms,0 kB/s
104.17.107.137,443,true,HKG,Asia Pacific,Hong Kong,50 ms,0 kB/s
104.17.105.57,443,true,HKG,Asia Pacific,Hong Kong,35 ms,0 kB/s
104.17.102.254,443,true,HKG,Asia Pacific,Hong Kong,39 ms,0 kB/s
104.17.102.252,443,true,HKG,Asia Pacific,Hong Kong,33 ms,0 kB/s
104.17.101.213,443,true,HKG,Asia Pacific,Hong Kong,41 ms,0 kB/s
104.18.39.232,443,true,HKG,Asia Pacific,Hong Kong,30 ms,0 kB/s
104.18.39.229,443,true,HKG,Asia Pacific,Hong Kong,49 ms,0 kB/s
104.17.100.205,443,true,HKG,Asia Pacific,Hong Kong,79 ms,0 kB/s
104.17.100.87,443,true,HKG,Asia Pacific,Hong Kong,37 ms,0 kB/s
104.17.99.235,443,true,HKG,Asia Pacific,Hong Kong,37 ms,0 kB/s
104.17.98.225,443,true,HKG,Asia Pacific,Hong Kong,32 ms,0 kB/s
104.17.97.245,443,true,HKG,Asia Pacific,Hong Kong,32 ms,0 kB/s
104.17.97.127,443,true,HKG,Asia Pacific,Hong Kong,37 ms,0 kB/s
104.17.96.116,443,true,HKG,Asia Pacific,Hong Kong,41 ms,0 kB/s
104.17.95.137,443,true,SJC,North America,San Jose,185 ms,0 kB/s
104.17.95.115,443,true,SJC,North America,San Jose,177 ms,0 kB/s
104.17.95.79,443,true,SJC,North America,San Jose,196 ms,0 kB/s
104.17.95.15,443,true,SJC,North America,San Jose,180 ms,0 kB/s
104.18.45.54,443,true,HKG,Asia Pacific,Hong Kong,38 ms,0 kB/s
104.17.94.28,443,true,SJC,North America,San Jose,175 ms,0 kB/s
104.18.45.59,443,true,HKG,Asia Pacific,Hong Kong,36 ms,0 kB/s
104.18.45.176,443,true,HKG,Asia Pacific,Hong Kong,42 ms,0 kB/s
104.17.92.130,443,true,SJC,North America,San Jose,186 ms,0 kB/s
104.18.45.180,443,true,HKG,Asia Pacific,Hong Kong,37 ms,0 kB/s
104.17.92.129,443,true,SJC,North America,San Jose,182 ms,0 kB/s
104.18.46.53,443,true,HKG,Asia Pacific,Hong Kong,58 ms,0 kB/s
104.17.91.168,443,true,SJC,North America,San Jose,189 ms,0 kB/s
104.18.46.203,443,true,HKG,Asia Pacific,Hong Kong,48 ms,0 kB/s
104.18.46.221,443,true,HKG,Asia Pacific,Hong Kong,38 ms,0 kB/s
104.18.47.164,443,true,HKG,Asia Pacific,Hong Kong,30 ms,0 kB/s
104.18.47.162,443,true,HKG,Asia Pacific,Hong Kong,35 ms,0 kB/s
104.18.63.103,443,true,SEA,North America,Seattle,169 ms,0 kB/s
104.17.91.49,443,true,SJC,North America,San Jose,196 ms,0 kB/s
104.18.68.70,443,true,SEA,North America,Seattle,187 ms,0 kB/s
104.17.91.47,443,true,SJC,North America,San Jose,221 ms,0 kB/s
104.17.90.182,443,true,SJC,North America,San Jose,188 ms,0 kB/s
104.17.89.220,443,true,SJC,North America,San Jose,183 ms,0 kB/s
104.17.88.231,443,true,SJC,North America,San Jose,192 ms,0 kB/s
104.18.79.41,443,true,HKG,Asia Pacific,Hong Kong,34 ms,0 kB/s
104.18.81.98,443,true,HKG,Asia Pacific,Hong Kong,34 ms,0 kB/s
104.18.81.102,443,true,HKG,Asia Pacific,Hong Kong,34 ms,0 kB/s
104.18.81.224,443,true,HKG,Asia Pacific,Hong Kong,44 ms,0 kB/s
104.18.82.245,443,true,HKG,Asia Pacific,Hong Kong,39 ms,0 kB/s
104.18.83.54,443,true,HKG,Asia Pacific,Hong Kong,51 ms,0 kB/s
104.18.83.116,443,true,HKG,Asia Pacific,Hong Kong,42 ms,0 kB/s
104.17.88.40,443,true,SJC,North America,San Jose,184 ms,0 kB/s
104.18.83.238,443,true,HKG,Asia Pacific,Hong Kong,35 ms,0 kB/s
104.18.83.242,443,true,HKG,Asia Pacific,Hong Kong,40 ms,0 kB/s
104.17.87.210,443,true,SJC,North America,San Jose,183 ms,0 kB/s
104.18.85.64,443,true,HKG,Asia Pacific,Hong Kong,34 ms,0 kB/s
104.18.85.195,443,true,HKG,Asia Pacific,Hong Kong,34 ms,0 kB/s
104.18.86.90,443,true,HKG,Asia Pacific,Hong Kong,30 ms,0 kB/s
104.18.87.82,443,true,HKG,Asia Pacific,Hong Kong,39 ms,0 kB/s
104.17.87.83,443,true,SJC,North America,San Jose,191 ms,0 kB/s
104.18.87.80,443,true,HKG,Asia Pacific,Hong Kong,40 ms,0 kB/s
104.18.87.85,443,true,HKG,Asia Pacific,Hong Kong,40 ms,0 kB/s
104.18.87.87,443,true,HKG,Asia Pacific,Hong Kong,48 ms,0 kB/s
104.18.90.182,443,true,HKG,Asia Pacific,Hong Kong,45 ms,0 kB/s
104.18.91.46,443,true,HKG,Asia Pacific,Hong Kong,38 ms,0 kB/s
104.17.87.80,443,true,SJC,North America,San Jose,181 ms,0 kB/s
104.18.91.50,443,true,HKG,Asia Pacific,Hong Kong,34 ms,0 kB/s
104.17.86.90,443,true,SJC,North America,San Jose,209 ms,0 kB/s
104.18.92.9,443,true,HKG,Asia Pacific,Hong Kong,32 ms,0 kB/s
104.18.92.7,443,true,HKG,Asia Pacific,Hong Kong,54 ms,0 kB/s
104.18.92.129,443,true,HKG,Asia Pacific,Hong Kong,45 ms,0 kB/s
104.18.92.134,443,true,HKG,Asia Pacific,Hong Kong,31 ms,0 kB/s
104.18.93.61,443,true,HKG,Asia Pacific,Hong Kong,38 ms,0 kB/s
104.17.85.67,443,true,SJC,North America,San Jose,189 ms,0 kB/s
104.18.93.184,443,true,HKG,Asia Pacific,Hong Kong,33 ms,0 kB/s
104.18.93.188,443,true,HKG,Asia Pacific,Hong Kong,37 ms,0 kB/s
104.18.94.25,443,true,HKG,Asia Pacific,Hong Kong,42 ms,0 kB/s
104.18.94.29,443,true,HKG,Asia Pacific,Hong Kong,37 ms,0 kB/s
104.18.94.30,443,true,HKG,Asia Pacific,Hong Kong,44 ms,0 kB/s
104.17.85.71,443,true,SJC,North America,San Jose,181 ms,0 kB/s
104.18.95.140,443,true,HKG,Asia Pacific,Hong Kong,37 ms,0 kB/s
104.18.97.247,443,true,SJC,North America,San Jose,180 ms,0 kB/s
104.18.97.246,443,true,SJC,North America,San Jose,185 ms,0 kB/s
104.18.97.250,443,true,SJC,North America,San Jose,188 ms,0 kB/s
104.18.97.249,443,true,SJC,North America,San Jose,194 ms,0 kB/s
104.17.84.198,443,true,SJC,North America,San Jose,181 ms,0 kB/s
104.17.82.123,443,true,SJC,North America,San Jose,192 ms,0 kB/s
104.17.81.226,443,true,SJC,North America,San Jose,182 ms,0 kB/s
104.18.98.100,443,true,SJC,North America,San Jose,197 ms,0 kB/s
104.18.99.108,443,true,SJC,North America,San Jose,178 ms,0 kB/s
104.18.99.110,443,true,SJC,North America,San Jose,195 ms,0 kB/s
104.18.100.209,443,true,SJC,North America,San Jose,184 ms,0 kB/s
104.17.81.99,443,true,SJC,North America,San Jose,178 ms,0 kB/s
104.17.81.96,443,true,SJC,North America,San Jose,172 ms,0 kB/s
104.18.101.213,443,true,SJC,North America,San Jose,188 ms,0 kB/s
104.18.102.192,443,true,SJC,North America,San Jose,174 ms,0 kB/s
104.18.104.48,443,true,SJC,North America,San Jose,177 ms,0 kB/s
104.18.104.46,443,true,SJC,North America,San Jose,188 ms,0 kB/s
104.18.104.171,443,true,SJC,North America,San Jose,198 ms,0 kB/s
104.18.105.52,443,true,SJC,North America,San Jose,184 ms,0 kB/s
104.17.80.231,443,true,SJC,North America,San Jose,187 ms,0 kB/s
104.18.105.59,443,true,SJC,North America,San Jose,177 ms,0 kB/s
104.18.105.183,443,true,SJC,North America,San Jose,191 ms,0 kB/s
104.18.106.34,443,true,SJC,North America,San Jose,179 ms,0 kB/s
104.18.106.222,443,true,SJC,North America,San Jose,185 ms,0 kB/s
104.18.107.42,443,true,SJC,North America,San Jose,181 ms,0 kB/s
104.18.107.37,443,true,SJC,North America,San Jose,193 ms,0 kB/s
104.18.107.121,443,true,SJC,North America,San Jose,168 ms,0 kB/s
104.17.80.228,443,true,SJC,North America,San Jose,172 ms,0 kB/s
104.18.107.131,443,true,SJC,North America,San Jose,191 ms,0 kB/s
104.18.108.138,443,true,SJC,North America,San Jose,187 ms,0 kB/s
104.18.108.142,443,true,SJC,North America,San Jose,178 ms,0 kB/s
104.18.108.140,443,true,SJC,North America,San Jose,193 ms,0 kB/s
104.18.108.141,443,true,SJC,North America,San Jose,200 ms,0 kB/s
104.18.108.143,443,true,SJC,North America,San Jose,208 ms,0 kB/s
104.18.110.1,443,true,SJC,North America,San Jose,188 ms,0 kB/s
104.18.110.0,443,true,SJC,North America,San Jose,194 ms,0 kB/s
104.18.110.55,443,true,SJC,North America,San Jose,188 ms,0 kB/s
104.18.110.181,443,true,SJC,North America,San Jose,181 ms,0 kB/s
104.18.110.188,443,true,SJC,North America,San Jose,189 ms,0 kB/s
104.17.80.104,443,true,SJC,North America,San Jose,192 ms,0 kB/s
104.17.80.107,443,true,SJC,North America,San Jose,186 ms,0 kB/s
104.17.79.150,443,true,SJC,North America,San Jose,195 ms,0 kB/s
104.18.111.131,443,true,SJC,North America,San Jose,173 ms,0 kB/s
104.17.77.135,443,true,SJC,North America,San Jose,183 ms,0 kB/s
104.18.111.128,443,true,SJC,North America,San Jose,186 ms,0 kB/s
104.18.111.197,443,true,SJC,North America,San Jose,168 ms,0 kB/s
104.18.111.200,443,true,SJC,North America,San Jose,240 ms,0 kB/s
104.18.112.126,443,true,FRA,Europe,Frankfurt,237 ms,0 kB/s
104.17.77.8,443,true,SJC,North America,San Jose,187 ms,0 kB/s
104.17.76.185,443,true,SJC,North America,San Jose,186 ms,0 kB/s
104.17.76.190,443,true,SJC,North America,San Jose,175 ms,0 kB/s
104.17.76.186,443,true,SJC,North America,San Jose,177 ms,0 kB/s
104.17.75.183,443,true,SJC,North America,San Jose,173 ms,0 kB/s
104.17.75.58,443,true,SJC,North America,San Jose,194 ms,0 kB/s
104.17.75.53,443,true,SJC,North America,San Jose,185 ms,0 kB/s
104.18.117.87,443,true,FRA,Europe,Frankfurt,247 ms,0 kB/s
104.18.117.211,443,true,FRA,Europe,Frankfurt,240 ms,0 kB/s
104.18.118.196,443,true,FRA,Europe,Frankfurt,244 ms,0 kB/s
104.18.115.156,443,true,FRA,Europe,Frankfurt,252 ms,0 kB/s
104.17.75.57,443,true,SJC,North America,San Jose,172 ms,0 kB/s
104.17.74.83,443,true,SJC,North America,San Jose,183 ms,0 kB/s
104.17.74.32,443,true,SJC,North America,San Jose,195 ms,0 kB/s
104.17.73.41,443,true,SJC,North America,San Jose,194 ms,0 kB/s
104.17.73.38,443,true,SJC,North America,San Jose,198 ms,0 kB/s
104.17.73.36,443,true,SJC,North America,San Jose,188 ms,0 kB/s
104.17.71.215,443,true,SJC,North America,San Jose,178 ms,0 kB/s
104.18.125.17,443,true,FRA,Europe,Frankfurt,233 ms,0 kB/s
104.17.71.88,443,true,SJC,North America,San Jose,197 ms,0 kB/s
104.17.70.211,443,true,SJC,North America,San Jose,191 ms,0 kB/s
104.17.70.86,443,true,SJC,North America,San Jose,189 ms,0 kB/s
104.18.126.4,443,true,FRA,Europe,Frankfurt,244 ms,0 kB/s
104.18.126.9,443,true,FRA,Europe,Frankfurt,238 ms,0 kB/s
104.18.126.132,443,true,FRA,Europe,Frankfurt,248 ms,0 kB/s
104.17.70.85,443,true,SJC,North America,San Jose,187 ms,0 kB/s
104.18.127.3,443,true,FRA,Europe,Frankfurt,246 ms,0 kB/s
104.17.67.249,443,true,SJC,North America,San Jose,184 ms,0 kB/s
104.18.130.140,443,true,SJC,North America,San Jose,187 ms,0 kB/s
104.18.131.25,443,true,SJC,North America,San Jose,173 ms,0 kB/s
104.17.64.226,443,true,SJC,North America,San Jose,184 ms,0 kB/s
104.18.131.145,443,true,SJC,North America,San Jose,190 ms,0 kB/s
104.17.64.156,443,true,SJC,North America,San Jose,183 ms,0 kB/s
104.17.64.103,443,true,SJC,North America,San Jose,190 ms,0 kB/s
104.18.132.220,443,true,SJC,North America,San Jose,194 ms,0 kB/s
104.17.64.100,443,true,SJC,North America,San Jose,189 ms,0 kB/s
104.18.134.169,443,true,SJC,North America,San Jose,183 ms,0 kB/s
104.18.134.175,443,true,SJC,North America,San Jose,184 ms,0 kB/s
104.17.62.167,443,true,HKG,Asia Pacific,Hong Kong,33 ms,0 kB/s
104.18.135.52,443,true,SJC,North America,San Jose,186 ms,0 kB/s
104.17.61.242,443,true,HKG,Asia Pacific,Hong Kong,47 ms,0 kB/s
104.18.138.80,443,true,SJC,North America,San Jose,183 ms,0 kB/s
104.18.138.84,443,true,SJC,North America,San Jose,195 ms,0 kB/s
104.18.138.236,443,true,SJC,North America,San Jose,208 ms,0 kB/s
104.18.139.89,443,true,SJC,North America,San Jose,174 ms,0 kB/s
104.18.139.94,443,true,SJC,North America,San Jose,215 ms,0 kB/s
104.18.139.214,443,true,SJC,North America,San Jose,173 ms,0 kB/s
104.17.61.172,443,true,HKG,Asia Pacific,Hong Kong,32 ms,0 kB/s
104.17.61.169,443,true,HKG,Asia Pacific,Hong Kong,41 ms,0 kB/s
104.18.140.227,443,true,SJC,North America,San Jose,188 ms,0 kB/s
104.17.61.168,443,true,HKG,Asia Pacific,Hong Kong,39 ms,0 kB/s
104.17.61.81,443,true,HKG,Asia Pacific,Hong Kong,53 ms,0 kB/s
104.17.59.60,443,true,HKG,Asia Pacific,Hong Kong,54 ms,0 kB/s
104.18.141.106,443,true,SJC,North America,San Jose,179 ms,0 kB/s
104.18.141.108,443,true,SJC,North America,San Jose,186 ms,0 kB/s
104.17.59.3,443,true,HKG,Asia Pacific,Hong Kong,37 ms,0 kB/s
104.18.141.107,443,true,SJC,North America,San Jose,190 ms,0 kB/s
104.18.141.109,443,true,SJC,North America,San Jose,186 ms,0 kB/s
104.18.142.113,443,true,SJC,North America,San Jose,207 ms,0 kB/s
104.17.58.134,443,true,HKG,Asia Pacific,Hong Kong,34 ms,0 kB/s
104.17.58.5,443,true,HKG,Asia Pacific,Hong Kong,31 ms,0 kB/s
104.18.142.242,443,true,SJC,North America,San Jose,198 ms,0 kB/s
104.18.143.120,443,true,SJC,North America,San Jose,183 ms,0 kB/s
104.18.143.124,443,true,SJC,North America,San Jose,188 ms,0 kB/s
104.18.146.169,443,true,HKG,Asia Pacific,Hong Kong,34 ms,0 kB/s
104.18.149.220,443,true,SJC,North America,San Jose,183 ms,0 kB/s
104.18.149.221,443,true,SJC,North America,San Jose,185 ms,0 kB/s
104.18.150.56,443,true,SJC,North America,San Jose,179 ms,0 kB/s
104.18.150.177,443,true,SJC,North America,San Jose,194 ms,0 kB/s
104.18.152.75,443,true,SJC,North America,San Jose,190 ms,0 kB/s
104.18.153.65,443,true,SJC,North America,San Jose,186 ms,0 kB/s
104.17.57.141,443,true,HKG,Asia Pacific,Hong Kong,34 ms,0 kB/s
104.17.57.14,443,true,HKG,Asia Pacific,Hong Kong,47 ms,0 kB/s
104.18.157.225,443,true,SJC,North America,San Jose,180 ms,0 kB/s
104.17.56.28,443,true,HKG,Asia Pacific,Hong Kong,36 ms,0 kB/s
104.18.157.226,443,true,SJC,North America,San Jose,188 ms,0 kB/s
104.18.160.12,443,true,SJC,North America,San Jose,183 ms,0 kB/s
104.18.160.103,443,true,SJC,North America,San Jose,165 ms,0 kB/s
104.18.163.129,443,true,SJC,North America,San Jose,180 ms,0 kB/s
104.17.56.24,443,true,HKG,Asia Pacific,Hong Kong,33 ms,0 kB/s
104.18.163.133,443,true,SJC,North America,San Jose,176 ms,0 kB/s
104.18.163.135,443,true,SJC,North America,San Jose,188 ms,0 kB/s
104.18.164.170,443,true,SJC,North America,San Jose,187 ms,0 kB/s
104.17.55.159,443,true,HKG,Asia Pacific,Hong Kong,40 ms,0 kB/s
104.17.54.231,443,true,HKG,Asia Pacific,Hong Kong,38 ms,0 kB/s
104.18.167.37,443,true,SJC,North America,San Jose,190 ms,0 kB/s
104.18.167.163,443,true,SJC,North America,San Jose,189 ms,0 kB/s
104.17.54.104,443,true,HKG,Asia Pacific,Hong Kong,43 ms,0 kB/s
104.18.168.234,443,true,SJC,North America,San Jose,181 ms,0 kB/s
104.18.169.214,443,true,SJC,North America,San Jose,180 ms,0 kB/s
104.18.171.196,443,true,SJC,North America,San Jose,187 ms,0 kB/s
104.18.175.83,443,true,SJC,North America,San Jose,189 ms,0 kB/s
104.17.52.248,443,true,HKG,Asia Pacific,Hong Kong,34 ms,0 kB/s
104.17.51.193,443,true,HKG,Asia Pacific,Hong Kong,32 ms,0 kB/s
104.17.51.71,443,true,HKG,Asia Pacific,Hong Kong,38 ms,0 kB/s
104.17.50.200,443,true,HKG,Asia Pacific,Hong Kong,41 ms,0 kB/s
104.17.50.202,443,true,HKG,Asia Pacific,Hong Kong,37 ms,0 kB/s
104.17.50.78,443,true,HKG,Asia Pacific,Hong Kong,38 ms,0 kB/s
104.17.49.87,443,true,HKG,Asia Pacific,Hong Kong,35 ms,0 kB/s
104.17.49.84,443,true,HKG,Asia Pacific,Hong Kong,39 ms,0 kB/s
104.18.194.171,443,true,SJC,North America,San Jose,182 ms,0 kB/s
104.17.47.167,443,true,SJC,North America,San Jose,181 ms,0 kB/s
104.18.195.55,443,true,SJC,North America,San Jose,174 ms,0 kB/s
104.18.196.60,443,true,SJC,North America,San Jose,173 ms,0 kB/s
104.18.196.61,443,true,SJC,North America,San Jose,189 ms,0 kB/s
104.18.197.5,443,true,SJC,North America,San Jose,180 ms,0 kB/s
104.18.197.9,443,true,SJC,North America,San Jose,184 ms,0 kB/s
104.17.47.36,443,true,SJC,North America,San Jose,174 ms,0 kB/s
104.18.199.148,443,true,SJC,North America,San Jose,184 ms,0 kB/s
104.18.201.107,443,true,SJC,North America,San Jose,184 ms,0 kB/s
104.18.201.232,443,true,SJC,North America,San Jose,192 ms,0 kB/s
104.18.202.240,443,true,SJC,North America,San Jose,183 ms,0 kB/s
104.17.46.221,443,true,SJC,North America,San Jose,187 ms,0 kB/s
104.17.45.180,443,true,SJC,North America,San Jose,180 ms,0 kB/s
104.17.44.168,443,true,SJC,North America,San Jose,183 ms,0 kB/s
104.18.203.247,443,true,SJC,North America,San Jose,186 ms,0 kB/s
104.17.44.48,443,true,SJC,North America,San Jose,183 ms,0 kB/s
104.18.204.193,443,true,SJC,North America,San Jose,189 ms,0 kB/s
104.18.205.73,443,true,SJC,North America,San Jose,183 ms,0 kB/s
104.17.44.45,443,true,SJC,North America,San Jose,180 ms,0 kB/s
104.18.206.81,443,true,SJC,North America,San Jose,178 ms,0 kB/s
104.18.206.204,443,true,SJC,North America,San Jose,192 ms,0 kB/s
104.18.206.207,443,true,SJC,North America,San Jose,192 ms,0 kB/s
104.18.208.165,443,true,SJC,North America,San Jose,181 ms,0 kB/s
104.17.43.131,443,true,SJC,North America,San Jose,187 ms,0 kB/s
104.18.209.34,443,true,SJC,North America,San Jose,182 ms,0 kB/s
104.18.209.222,443,true,SJC,North America,San Jose,174 ms,0 kB/s
104.17.42.189,443,true,SJC,North America,San Jose,190 ms,0 kB/s
104.18.209.223,443,true,SJC,North America,San Jose,186 ms,0 kB/s
104.18.212.4,443,true,SJC,North America,San Jose,190 ms,0 kB/s
104.17.42.190,443,true,SJC,North America,San Jose,188 ms,0 kB/s
104.17.41.150,443,true,SJC,North America,San Jose,184 ms,0 kB/s
104.18.214.151,443,true,SJC,North America,San Jose,176 ms,0 kB/s
104.18.215.13,443,true,SJC,North America,San Jose,178 ms,0 kB/s
104.18.215.15,443,true,SJC,North America,San Jose,179 ms,0 kB/s
104.17.38.103,443,true,SJC,North America,San Jose,188 ms,0 kB/s
104.17.38.98,443,true,SJC,North America,San Jose,178 ms,0 kB/s
104.18.219.239,443,true,SJC,North America,San Jose,186 ms,0 kB/s
104.17.37.247,443,true,SJC,North America,San Jose,176 ms,0 kB/s
104.18.220.77,443,true,SJC,North America,San Jose,176 ms,0 kB/s
104.18.220.75,443,true,SJC,North America,San Jose,184 ms,0 kB/s
104.18.220.200,443,true,SJC,North America,San Jose,177 ms,0 kB/s
104.18.222.213,443,true,SJC,North America,San Jose,191 ms,0 kB/s
104.17.37.123,443,true,SJC,North America,San Jose,185 ms,0 kB/s
104.18.222.215,443,true,SJC,North America,San Jose,191 ms,0 kB/s
104.17.37.121,443,true,SJC,North America,San Jose,190 ms,0 kB/s
104.18.227.40,443,true,SJC,North America,San Jose,180 ms,0 kB/s
104.17.36.239,443,true,SJC,North America,San Jose,177 ms,0 kB/s
104.18.230.63,443,true,SJC,North America,San Jose,187 ms,0 kB/s
104.18.231.134,443,true,SJC,North America,San Jose,190 ms,0 kB/s
104.18.231.135,443,true,SJC,North America,San Jose,185 ms,0 kB/s
104.18.232.112,443,true,SJC,North America,San Jose,191 ms,0 kB/s
104.18.234.157,443,true,SJC,North America,San Jose,174 ms,0 kB/s
104.18.238.66,443,true,SJC,North America,San Jose,177 ms,0 kB/s
104.18.239.76,443,true,SJC,North America,San Jose,188 ms,0 kB/s
104.18.239.79,443,true,SJC,North America,San Jose,187 ms,0 kB/s
104.17.36.116,443,true,SJC,North America,San Jose,185 ms,0 kB/s
104.18.228.13,443,true,SJC,North America,San Jose,184 ms,0 kB/s
104.18.241.51,443,true,SJC,North America,San Jose,175 ms,0 kB/s
104.17.36.112,443,true,SJC,North America,San Jose,183 ms,0 kB/s
104.17.35.203,443,true,SJC,North America,San Jose,188 ms,0 kB/s
104.17.34.70,443,true,SJC,North America,San Jose,184 ms,0 kB/s
104.17.33.213,443,true,SJC,North America,San Jose,174 ms,0 kB/s
104.18.243.33,443,true,SJC,North America,San Jose,175 ms,0 kB/s
104.17.32.85,443,true,SJC,North America,San Jose,186 ms,0 kB/s
104.18.244.24,443,true,SJC,North America,San Jose,182 ms,0 kB/s
104.17.31.46,443,true,HKG,Asia Pacific,Hong Kong,35 ms,0 kB/s
104.18.245.138,443,true,SJC,North America,San Jose,176 ms,0 kB/s
104.18.245.143,443,true,SJC,North America,San Jose,183 ms,0 kB/s
104.18.245.140,443,true,SJC,North America,San Jose,193 ms,0 kB/s
104.18.246.8,443,true,SJC,North America,San Jose,176 ms,0 kB/s
104.18.246.10,443,true,SJC,North America,San Jose,183 ms,0 kB/s
104.17.30.178,443,true,HKG,Asia Pacific,Hong Kong,37 ms,0 kB/s
104.18.247.185,443,true,SJC,North America,San Jose,185 ms,0 kB/s
104.17.30.179,443,true,HKG,Asia Pacific,Hong Kong,37 ms,0 kB/s
104.18.249.118,443,true,SJC,North America,San Jose,183 ms,0 kB/s
104.17.29.33,443,true,HKG,Asia Pacific,Hong Kong,31 ms,0 kB/s
104.18.249.240,443,true,SJC,North America,San Jose,180 ms,0 kB/s
104.18.250.109,443,true,SJC,North America,San Jose,181 ms,0 kB/s
104.18.250.235,443,true,SJC,North America,San Jose,175 ms,0 kB/s
104.18.251.96,443,true,SJC,North America,San Jose,187 ms,0 kB/s
104.18.251.226,443,true,SJC,North America,San Jose,180 ms,0 kB/s
104.18.254.73,443,true,SJC,North America,San Jose,184 ms,0 kB/s
104.18.254.74,443,true,SJC,North America,San Jose,191 ms,0 kB/s
104.18.255.194,443,true,SJC,North America,San Jose,177 ms,0 kB/s
104.18.255.193,443,true,SJC,North America,San Jose,178 ms,0 kB/s
104.18.255.192,443,true,SJC,North America,San Jose,192 ms,0 kB/s
104.19.32.205,443,true,HKG,Asia Pacific,Hong Kong,30 ms,0 kB/s
